date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:05	98994/98994	---M--	200	added ('OK')	image/jpeg	etag:%225cafd2bfc3f7652c%22	https://i0.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/06/lebron-james-anthony-davis-lakers-free-agency.jpg?resize=820%2C480&ssl=1	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i0.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/06/lebron-james-anthony-davis-lakers-free-agency1980.jpg	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:05	75921/75921	---M--	200	added ('OK')	image/jpeg	etag:%2202fdee704bea11b6%22	https://i2.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/06/Kawhi-Leonard.jpg?resize=820%2C480&ssl=1	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i2.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/06/Kawhi-Leonard1980.jpg	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:05	78642/78642	---M--	200	added ('OK')	image/jpeg	etag:%226eefef921e1afb08%22	https://i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2018/05/Dez_Bryant_2016.jpg?resize=820%2C480&ssl=1	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2018/05/Dez_Bryant_20161980.jpg	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:05	1010/1010	---M--	200	added ('OK')	image/jpeg	etag:%229ee308ee97085f0f%22	https://i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/08/browns-training-camp.jpg?fit=1200%2C800&ssl=1&resize=40%2C40	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/08/browns-training-camp3e9e.jpg	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:06	2402/2402	---M--	200	added ('OK')	image/png	etag:%2289ec64a6c8bdd59f%22	https://i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/05/Fantasy.png?fit=664%2C334&ssl=1&resize=40%2C40	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/05/Fantasy1181.png	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:06	2520/2520	---M--	200	added ('OK')	image/png	etag:%2265f487c8d82496e6%22	https://i0.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/08/mitch-trubisky.png?fit=1200%2C627&ssl=1&resize=40%2C40	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i0.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/08/mitch-trubisky6454.png	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:06	1384/1384	---M--	200	added ('OK')	image/jpeg	etag:%22f5077095cc9dc3a9%22	https://i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/05/mccaffrey.jpg?fit=1200%2C675&ssl=1&resize=40%2C40	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/i1.wp.com/www.straightforwardsports.net/wp-content/uploads/2019/05/mccaffrey64e7.jpg	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:06	5773/5773	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Dec%202013%2004:37:01%20GMT	https://www.paypalobjects.com/webstatic/en_US/btn/btn_donate_cc_147x47.png	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.paypalobjects.com/webstatic/en_US/btn/btn_donate_cc_147x47.png	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:07	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2028%20Mar%202019%2022:16:22%20GMT	https://www.paypal.com/EN_US/i/scr/pixel.gif	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.paypal.com/EN_US/i/scr/pixel.gif	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:07	10411/10411	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225841a56f-52b6%22	https://s0.wp.com/wp-content/js/devicepx-jetpack.js	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/s0.wp.com/wp-content/js/devicepx-jetpack.js	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:07	8972/8972	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c6340e3-350a%22	https://stats.wp.com/e-201932.js	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/stats.wp.com/e-201932.js	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Aug%202019%2023:39:08%20GMT	http://www.straightforwardsports.net/wp-content/plugins/smart-logo-showcase-lite/css/owl.video.play.png	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/wp-content/plugins/smart-logo-showcase-lite/css/owl.video.play.1d.delayed	(from https://www.straightforwardsports.net/wp-content/cache/autoptimize/css/autoptimize_3899da1b8ade1aa8e9ef367b9e60bab6.css)
16:39:10	663274/663274	---M--	200	added ('OK')	application/javascript	date:Wed,%2007%20Aug%202019%2016:26:13%20GMT	https://www.straightforwardsports.net/wp-content/cache/autoptimize/js/autoptimize_7314eaf9182fa07859265042bfe94fc1.js	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/wp-content/cache/autoptimize/js/autoptimize_7314eaf9182fa07859265042bfe94fc1.js	(from https://www.straightforwardsports.net/category/free-agency/)
16:39:11	51357/51357	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202019%2023:39:09%20GMT	https://www.straightforwardsports.net/wp-content/plugins/smart-logo-showcase-lite/css/owl.video.play.png	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/wp-content/plugins/smart-logo-showcase-lite/css/owl.video.play.1e.delayed	(from https://www.straightforwardsports.net/wp-content/cache/autoptimize/css/autoptimize_3899da1b8ade1aa8e9ef367b9e60bab6.css)
16:39:12	932/932	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Aug%202019%2004:28:10%20GMT	http://www.straightforwardsports.net/wp-content/plugins/super-socializer/images/transparent_bg.png	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/wp-content/plugins/super-socializer/images/transparent_bg.png	(from https://www.straightforwardsports.net/wp-content/cache/autoptimize/css/autoptimize_3899da1b8ade1aa8e9ef367b9e60bab6.css)
16:39:12	4529/4529	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:22:26%20GMT	http://www.straightforwardsports.net/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	(from https://www.straightforwardsports.net/wp-content/cache/autoptimize/css/autoptimize_3899da1b8ade1aa8e9ef367b9e60bab6.css)
16:39:14	51265/51265	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202019%2023:39:13%20GMT	https://www.straightforwardsports.net/category/free-agency/g.gif	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/category/free-agency/g.21.delayed	(from https://stats.wp.com/e-201932.js)
16:39:16	51265/51265	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202019%2023:39:14%20GMT	https://www.straightforwardsports.net/category/free-agency/c.gif	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/category/free-agency/c.gif	(from https://stats.wp.com/e-201932.js)
16:39:18	51265/51265	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202019%2023:39:16%20GMT	https://www.straightforwardsports.net/category/free-agency/t.gif	C:/Users/Kevin%20Liu/Downloads/HTT%20Temp/Sports%20Blog/www.straightforwardsports.net/category/free-agency/t.gif	(from https://stats.wp.com/e-201932.js)
